,StnPres,SeaPres,Temperaure,Td dew point,RH,WS,WD,WSGus,WDGus,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,power(KWH),solarirrandance,month,date,hour
2016/1/16 12:00,1011.9,1015.1,19.3,15.5,79,9.2,360,15.7,10,0,0,1,2.43,,,,1072,548.4889455,1,16,12
2016/1/16 13:00,1010.8,1014,19.8,16,79,6.7,350,13.6,360,0,0,0.4,2.02,,,,764,509.1097632,1,16,13
2016/1/16 14:00,1010.1,1013.3,19.5,15.9,80,7.2,360,13.2,10,0,0,0.4,1.77,12,,7,778,425.9471875,1,16,14
2016/1/16 15:00,1010.1,1013.3,19.2,15.8,81,7.1,350,13.4,350,0,0,0.7,1.56,,,,540,154.0447267,1,16,15
2016/1/16 16:00,1010,1013.2,18.9,15.7,82,8,350,12.7,350,0,0,0.1,0.64,,,,200,52.34291552,1,16,16
2016/1/16 17:00,1010.2,1013.4,18.5,15.5,83,5.8,350,12,350,0,0,0,0.18,12,,9,40,4.250447887,1,16,17
2016/1/16 18:00,1010.4,1013.6,18.5,15.9,85,3.8,350,9.9,30,0,0,0,0,,,,,0.252489241,1,16,18
2016/1/17 06:00,1006.7,1009.9,16.9,16.3,96,3.6,330,6.1,320,0,0,0,0,,,,,1.704386045,1,17,6
2016/1/17 07:00,1007.3,1010.5,16.6,15.7,94,3.7,360,9.7,330,0,0,0,0,,,,,5.444908661,1,17,7
2016/1/17 08:00,1008.3,1011.5,16.7,15.8,94,4.7,350,8.1,350,1.5,0.5,0,0,6,,10,,24.86145473,1,17,8
2016/1/17 09:00,1008.7,1011.9,16.4,15.4,94,7.1,360,10.4,350,1,0.7,0,0,6,,10,26,37.24618759,1,17,9
2016/1/17 10:00,1008.1,1011.3,16.5,15.3,93,5.2,20,10.9,30,2.5,1,0,0.08,,,,28,30.72319545,1,17,10
2016/1/17 11:00,1008.4,1011.6,16.6,15.7,94,2.7,40,8.3,20,16,1,0,0,6,,10,26,58.19083639,1,17,11
2016/1/17 12:00,1007.7,1010.9,17.1,16.5,96,2.5,10,6.1,30,5,1,0,0.21,,,,74,92.62115232,1,17,12
2016/1/17 13:00,1006.9,1010.1,17.7,16.5,93,1,20,5.1,40,0.5,1,0,0.58,,,,138,82.86338962,1,17,13
2016/1/17 14:00,1005.9,1009.1,18.2,16.6,90,0.3,100,3,60,0.5,0.5,0,0.35,20,,10,104,49.9153039,1,17,14
2016/1/17 15:00,1006,1009.2,18,16.7,92,2.4,310,3.4,320,,0.5,0,0.05,,,,52,21.90049856,1,17,15
2016/1/17 16:00,1007,1010.2,17.8,16.9,94,2.2,340,3,320,1,1,0,0,,,,10,17.810331,1,17,16
2016/1/17 17:00,1007.2,1010.4,18.4,16.4,88,2.2,100,4.6,110,,0.5,0,0,20,,10,4,2.277570874,1,17,17
2016/1/17 18:00,1008.2,1011.4,17.8,16,89,3.2,360,5.2,10,0,0,0,0,,,,,0.178276805,1,17,18
2016/1/18 06:00,1012.6,1015.8,12.9,8.9,77,6,10,15.8,40,0,0,0,0,,,,,2.584254153,1,18,6
2016/1/18 07:00,1013.3,1016.5,12.9,8.8,76,6.3,10,14.3,30,0,0,0,0,,,,,63.11737237,1,18,7
2016/1/18 08:00,1014.1,1017.3,13.4,8.9,74,6.5,360,14.6,30,0,0,0.4,0.18,15,,2,102,326.6847996,1,18,8
2016/1/18 09:00,1014.4,1017.6,14.7,9,69,7.7,10,16.9,40,0,0,1,0.97,15,,1,502,523.7856566,1,18,9
2016/1/18 10:00,1014.7,1017.9,15.5,9.3,67,7.9,360,15.7,30,0,0,1,1.68,,,,796,661.7175935,1,18,10
2016/1/18 11:00,1014.3,1017.5,16.6,10.1,65,5.6,360,14.9,10,0,0,1,1.29,15,,1,1000,741.063536,1,18,11
2016/1/18 12:00,1013.4,1016.6,16.2,10.2,68,10.3,350,17.2,10,0,0,1,2.4,,,,1092,748.7573722,1,18,12
2016/1/18 13:00,1012.7,1015.9,16.3,9.9,66,10.9,350,18.1,350,0,0,1,2.4,,,,1090,676.2720772,1,18,13
2016/1/18 14:00,1012.2,1015.4,16.6,10.2,66,10.7,360,18.1,350,0,0,1,2.4,15,,1,998,543.7150264,1,18,14
2016/1/18 15:00,1012,1015.2,16.8,10.3,65,10.3,350,17.2,350,0,0,1,1.8,,,,800,346.7868777,1,18,15
2016/1/18 16:00,1012.6,1015.8,16.2,10.6,69,10,360,17.5,10,0,0,1,1.12,,,,482,142.4357513,1,18,16
2016/1/18 17:00,1013.2,1016.4,15.8,10.6,71,7.7,360,16.8,360,0,0,0.9,0.42,12,,1,134,11.73877858,1,18,17
2016/1/18 18:00,1013.8,1017,15.5,10,70,7.1,360,14.8,10,0,0,0,0,,,,2,0.114048607,1,18,18
2016/1/19 06:00,1016.7,1019.9,13.8,10.6,81,3.3,10,8.4,360,0,0,0,0,,,,,1.792198083,1,19,6
2016/1/19 07:00,1017.6,1020.8,14,10.7,80,3.3,10,8.1,10,0,0,0,0,,,,,37.5392373,1,19,7
2016/1/19 08:00,1018.5,1021.7,14.2,10.7,79,4.2,360,8.2,10,0,0,0,0.02,6,,8,46,125.1727275,1,19,8
2016/1/19 09:00,1019.4,1022.6,14.8,10.9,77,4.9,10,10.2,10,0,0,0,0.58,6,,9,194,220.4083623,1,19,9
2016/1/19 10:00,1019.6,1022.8,15.7,11.4,76,5.8,350,11.4,360,0,0,0,0.85,,,,344,389.8902023,1,19,10
2016/1/19 11:00,1019.1,1022.3,16.6,11.7,73,7.6,350,12.4,20,0,0,0.3,1.39,7,,8,620,614.3672676,1,19,11
2016/1/19 12:00,1018.2,1021.4,16.8,11.7,72,7.8,360,14.8,30,0,0,0.5,2.09,,,,944,680.6076082,1,19,12
2016/1/19 13:00,1017.4,1020.6,17.7,12,69,7.7,360,14.5,350,0,0,0.8,2.56,,,,978,556.6033533,1,19,13
2016/1/19 14:00,1016.7,1019.9,17,11.7,71,9.2,350,16.1,350,0,0,0.7,2.03,10,,8,840,456.7281347,1,19,14
2016/1/19 15:00,1016.6,1019.8,16.2,11.9,76,8.3,360,20.3,360,0,0,0.6,1.55,,,,630,257.6739833,1,19,15
2016/1/19 16:00,1016.6,1019.8,15.8,11.3,75,9.1,360,16.8,360,0,0,0.5,0.98,,,,374,106.3129479,1,19,16
2016/1/19 17:00,1016.9,1020.1,14.8,11.1,78,7.5,350,15.1,360,0,0,0.2,0.31,6,,8,106,7.514884358,1,19,17
2016/1/19 18:00,1017.4,1020.6,14.4,10.6,78,6.5,350,12.9,360,0,0,0,0,,,,,0.228420271,1,19,18
2016/1/20 06:00,1019.1,1022.3,13.3,9.9,80,6.6,360,13.4,360,0,0,0,0,,,,,2.438264384,1,20,6
2016/1/20 07:00,1019.6,1022.8,13.5,9.9,79,6.1,10,13.7,30,0,0,0,0,,,,,39.75962997,1,20,7
2016/1/20 08:00,1019.1,1022.3,13.4,10.3,81,6,10,13.1,360,0,0,0,0.03,10,,9,54,228.1950556,1,20,8
2016/1/20 09:00,1020,1023.2,14.4,10.4,77,6.1,10,12.4,30,0,0,0.4,0.73,10,,6,382,345.3907331,1,20,9
2016/1/20 10:00,1021.1,1024.3,15.4,11.1,76,6.5,350,13.2,360,0,0,0.3,1.2,,,,458,534.5014339,1,20,10
2016/1/20 11:00,1019.5,1022.7,16.5,11.6,73,6.8,20,15.8,350,0,0,0.6,1.5,15,,8,790,402.6923103,1,20,11
2016/1/20 12:00,1018.4,1021.6,16.9,12.2,74,6.3,10,15.7,360,0,0,0.1,1.62,,,,550,297.3843686,1,20,12
2016/1/20 13:00,1017.1,1020.3,17.2,12.7,75,8.3,350,14.4,360,0,0,0,1.24,,,,418,252.3485918,1,20,13
2016/1/20 14:00,1016.5,1019.7,17.2,12.8,75,7.8,350,12.3,360,0,0,0,1.15,12,,9,346,306.0186968,1,20,14
2016/1/20 15:00,1015.6,1018.8,17.2,13,76,6.5,360,14.2,360,0,0,0.2,1.08,,,,424,244.2046398,1,20,15
2016/1/20 16:00,1015.2,1018.4,17.2,13.2,77,8.3,350,15.2,360,0,0,0.5,0.97,,,,320,50.98192976,1,20,16
2016/1/20 17:00,1014.7,1017.9,16.4,12.8,79,5.5,360,15.1,30,0,0,0.1,0.25,15,,9,32,4.554549198,1,20,17
2016/1/20 18:00,1015.8,1019,16.5,13.4,82,6.8,360,12,10,0,0,0,0,,,,,0.677431446,1,20,18
2016/1/21 06:00,1015.3,1018.5,16.6,15.1,91,7,350,10.7,350,0,0,0,0,,,,,1.937418847,1,21,6
2016/1/21 07:00,1015.5,1018.7,16.1,14.7,91,5.8,360,12.3,350,0,0,0,0,,,,,15.4871999,1,21,7
2016/1/21 08:00,1016,1019.2,15.8,14.6,93,5.8,360,10.9,30,0,0,0,0,8,,10,4,24.35905856,1,21,8
2016/1/21 09:00,1016.3,1019.5,15.5,14.2,92,7,10,13.4,350,,0.5,0,0,6,,10,16,68.93104643,1,21,9
2016/1/21 10:00,1016.6,1019.8,15.8,14.7,93,4.4,360,12.3,30,2.5,1,0,0.32,,,,84,53.97838159,1,21,10
2016/1/21 11:00,1017,1020.2,15.6,14.1,91,6.7,350,13,20,0.5,0.5,0,0.16,10,,10,58,107.8989614,1,21,11
2016/1/21 12:00,1016,1019.2,15.5,14.2,92,6,360,13.8,350,1.5,0.2,0,0.39,,,,192,381.4572217,1,21,12
2016/1/21 13:00,1014.9,1018.1,16.7,14.7,88,5.2,350,11.7,30,0,0,0.1,1.37,,,,520,444.8242275,1,21,13
2016/1/21 14:00,1013.5,1016.7,17.8,15,84,5.9,350,10.3,360,0,0,0.4,1.65,15,,4,692,505.0164735,1,21,14
2016/1/21 15:00,1012.7,1015.9,18.1,15.1,83,6.1,350,10.1,360,0,0,0.6,1.73,,,,680,342.2646479,1,21,15
2016/1/21 16:00,1012.5,1015.7,17.7,14.7,83,8.1,350,13.4,350,0,0,0.4,1.04,,,,400,154.9730576,1,21,16
2016/1/21 17:00,1013.2,1016.4,17,14.1,83,7.2,350,13.6,10,0,0,0.2,0.47,15,,10,156,6.026261476,1,21,17
2016/1/21 18:00,1013.3,1016.5,15.9,13.9,88,6.3,360,14.1,360,0,0,0,0,,,,,1.069429469,1,21,18
2016/1/22 06:00,1014.8,1018,14.8,12.5,86,6.1,360,13.9,350,0,0,0,0,,,,,2.495523104,1,22,6
2016/1/22 07:00,1014.8,1018,14.8,12.2,84,7.4,360,15.2,30,0,0,0,0,,,,,38.85284591,1,22,7
2016/1/22 08:00,1015.5,1018.7,14.9,12.1,83,8.6,360,16,30,0,0,0,0.05,20,,8,46,127.3608787,1,22,8
2016/1/22 09:00,1016.4,1019.6,15.3,12.2,82,5.1,360,16,20,0,0,0,0.6,20,,9,178,185.5225112,1,22,9
2016/1/22 10:00,1016.3,1019.5,16,12.4,79,4,360,10.5,360,0,0,0.1,0.64,,,,256,187.9379182,1,22,10
2016/1/22 11:00,1015.4,1018.6,16.9,13,78,2.6,30,8.8,340,0,0,0,0.81,20,,8,324,489.0531255,1,22,11
2016/1/22 12:00,1014,1017.2,17.2,13.2,77,4.3,350,6.6,340,0,0,0.6,1.84,,,,590,90.12599148,1,22,12
2016/1/22 13:00,1013.4,1016.6,16.6,13.2,80,4.3,360,8.4,340,0,0,0,0.4,,,,120,224.3243361,1,22,13
2016/1/22 14:00,1012.7,1015.9,17,13.3,79,4.6,350,11.4,360,0,0,0,0.78,18,,10,302,89.37383844,1,22,14
2016/1/22 15:00,1012.3,1015.5,16.9,13.2,79,4.2,360,9.4,30,0,0,0,0.34,,,,122,96.42332189,1,22,15
2016/1/22 16:00,1012.5,1015.7,17,13.3,79,4.1,360,10.1,20,0,0,0,0.45,,,,108,22.61924881,1,22,16
2016/1/22 17:00,1013.1,1016.3,16.7,13.6,82,4.8,360,9.2,10,0,0,0,0,15,,10,8,1.582444608,1,22,17
2016/1/22 18:00,1013.1,1016.3,16.2,13.8,86,5.1,360,10.2,20,0,0,0,0,,,,,1.01449748,1,22,18
2016/1/23 06:00,1017.5,1020.8,11.6,8.3,80,11.4,10,26.4,360,0,0,0,0,,,,,1.554282518,1,23,6
2016/1/23 07:00,1018.5,1021.8,11.4,8.5,82,14.1,350,28.1,360,0,0,0,0,,,,,14.08139227,1,23,7
2016/1/23 08:00,1019.5,1022.8,11.5,8.3,81,12.7,360,28.8,20,,0.3,0,0,12,,10,4,38.21549247,1,23,8
2016/1/23 09:00,1020.4,1023.7,11,8.3,83,13,360,29.5,360,0.5,1,0,0,12,,10,40,60.68276674,1,23,9
2016/1/23 10:00,1020.7,1024,11.3,8.3,82,13.4,360,30.2,350,,0.7,0,0.19,,,,76,94.84450455,1,23,10
2016/1/23 11:00,1020.7,1024,10.8,8,83,13.4,360,30.1,10,0.5,0.9,0,0.41,10,,10,134,105.4056387,1,23,11
2016/1/23 12:00,1020,1023.3,11.3,7.5,77,12,360,26.5,360,,1,0,0.6,,,,150,129.6506263,1,23,12
2016/1/23 13:00,1020.2,1023.5,11.1,7.6,79,12.4,360,31.9,20,0.5,1,0,0.64,,,,202,98.37520345,1,23,13
2016/1/23 14:00,1019.8,1023.1,10.2,7.4,83,11.8,360,26.2,30,0.5,1,0,0.6,10,,10,136,93.73766272,1,23,14
2016/1/23 15:00,1019.6,1022.9,9.7,7,83,11.4,360,26.6,10,1,1,0,0.6,,,,128,54.5550778,1,23,15
2016/1/23 16:00,1020.1,1023.4,9.7,6.1,78,13.4,360,28.3,40,,0.7,0,0.07,,,,60,16.49578717,1,23,16
2016/1/23 17:00,1020.8,1024.1,9.3,5.6,78,11.5,360,27.1,40,0,0,0,0,8,,10,2,2.287759148,1,23,17
2016/1/23 18:00,1022.8,1026.1,9.2,5.6,78,13.7,360,25.3,10,,0.4,0,0,,,,,0.206876414,1,23,18
2016/1/24 06:00,1028.3,1031.7,4.6,2.1,84,10.9,360,22,30,,0.8,0,0,,,,,1.744595346,1,24,6
2016/1/24 07:00,1028.6,1032,4.5,1.8,83,9.4,10,21,40,0.5,1,0,0,,,,,9.186553982,1,24,7
2016/1/24 08:00,1029.5,1032.9,4.4,2.3,86,8.3,360,18.1,30,1,1,0,0,10,,10,,21.19847789,1,24,8
2016/1/24 09:00,1030.1,1033.5,4.8,1.6,80,7.8,10,17.6,30,,1,0,0,10,,10,14,60.42948528,1,24,9
2016/1/24 10:00,1029.9,1033.3,5.6,0.1,68,10,10,20.5,10,,0.3,0,0.19,,,,76,57.85686834,1,24,10
2016/1/24 11:00,1030.4,1033.8,5.9,-0.6,63,9.2,360,20.6,360,0,0,0,0.17,10,,10,74,67.28979072,1,24,11
2016/1/24 12:00,1030.1,1033.5,5.6,-1.2,62,9.2,10,20.2,10,0,0,0,0.27,,,,94,71.57308975,1,24,12
2016/1/24 13:00,1029.7,1033.1,5.3,-2,59,8.6,10,20.5,350,0,0,0,0.35,,,,90,51.05840851,1,24,13
2016/1/24 14:00,1029.2,1032.6,5.1,-1.5,62,7.7,10,16.6,30,0,0,0,0,12,,10,62,38.20247269,1,24,14
2016/1/24 15:00,1029.7,1033.1,5.1,-1.3,63,7.1,20,17.4,20,0,0,0,0,,,,38,30.51042203,1,24,15
2016/1/24 16:00,1029.7,1033.1,4.9,-2.2,60,8.6,20,18.3,20,0,0,0,0,,,,22,20.20488331,1,24,16
2016/1/24 17:00,1030.3,1033.7,4.8,-2.4,60,7.8,10,19.5,40,0,0,0,0,12,,10,4,2.895993394,1,24,17
2016/1/24 18:00,1030.4,1033.8,4.6,-2.4,60,8.8,360,16.9,20,0,0,0,0,,,,,0.066619014,1,24,18
2016/1/25 06:00,1028.5,1031.9,4.8,-2.5,59,9.2,10,19.4,10,0,0,0,0,,,,,4.082304558,1,25,6
2016/1/25 07:00,1029.5,1032.9,5,-1.8,61,7.9,360,19.4,10,0,0,0,0,,,,2,130.4416733,1,25,7
2016/1/25 08:00,1029.6,1033,5.7,-1,62,8.9,10,17.3,20,0,0,0.9,0.32,30,,0,194,330.0740286,1,25,8
2016/1/25 09:00,1029.9,1033.3,6.8,0.2,63,7.9,360,17.1,340,0,0,1,0.98,30,,0,522,556.518259,1,25,9
2016/1/25 10:00,1029.9,1033.2,8.2,0.2,57,7.7,10,18.3,30,0,0,1,1.77,,,,866,709.2376,1,25,10
2016/1/25 11:00,1029.2,1032.5,9,0.5,55,8.7,360,17.1,350,0,0,1,1.48,30,,0,1090,811.7590749,1,25,11
2016/1/25 12:00,1028.3,1031.6,10,1,54,8.2,10,17.5,360,0,0,1,2.82,,,,1186,826.809027,1,25,12
2016/1/25 13:00,1026.8,1030.1,11.1,1.8,53,8.9,360,14.9,20,0,0,1,3,,,,1192,769.3240414,1,25,13
2016/1/25 14:00,1025.7,1029,11.1,2.9,57,11,350,16.6,350,0,0,1,2.49,30,,0,1102,632.6849408,1,25,14
2016/1/25 15:00,1025.2,1028.5,11.3,3.6,59,10.2,350,18.6,350,0,0,1,2.04,,,,914,437.1215902,1,25,15
2016/1/25 16:00,1025.3,1028.6,10.9,3.9,62,9.2,360,17.5,360,0,0,1,1.38,,,,604,207.2742747,1,25,16
2016/1/25 17:00,1025.7,1029,10.1,3.6,64,8.4,360,17.4,10,0,0,1,0.53,30,,0,206,22.22745765,1,25,17
2016/1/25 18:00,1026,1029.3,9,3.1,66,6.3,360,16.4,20,0,0,0.3,0,,,,6,0.065776374,1,25,18
2016/1/26 06:00,1025.6,1028.9,7.7,3.7,76,2.6,10,7.3,50,0,0,0,0,,,,,5.816238912,1,26,6
2016/1/26 07:00,1025.9,1029.2,7.1,4,81,2.4,10,5.4,10,0,0,0,0,,,,2,95.60131512,1,26,7
2016/1/26 08:00,1025.3,1028.6,8.4,4.5,76,2.9,360,6.8,10,0,0,0.6,0.36,30,,6,128,344.5251743,1,26,8
2016/1/26 09:00,1026.1,1029.4,11.3,6.4,72,4.3,360,8.2,20,0,0,0.9,1.14,30,,2,552,558.7568141,1,26,9
2016/1/26 10:00,1025.9,1029.2,13,7.3,68,5.9,360,9.7,360,0,0,1,1.71,,,,848,692.735388,1,26,10
2016/1/26 11:00,1025,1028.3,14.8,7.6,62,4.7,350,10.3,360,0,0,1,1.46,30,,0,1030,793.0647824,1,26,11
2016/1/26 12:00,1024.1,1027.3,15.9,8.5,61,5.5,350,9.6,360,0,0,1,2.7,,,,1120,784.2775148,1,26,12
2016/1/26 13:00,1022.7,1025.9,16.7,8.1,57,6.1,340,9.4,360,0,0,1,2.72,,,,1100,735.1192664,1,26,13
2016/1/26 14:00,1021.6,1024.8,17.2,10,63,6.8,350,11.6,350,0,0,1,2.36,25,,5,1024,529.6450205,1,26,14
2016/1/26 15:00,1021.1,1024.3,17.2,11.5,69,7.2,350,11.8,360,0,0,0.6,1.73,,,,758,441.3055371,1,26,15
2016/1/26 16:00,1021.4,1024.6,17.2,11.2,68,7.5,340,12.3,350,0,0,1,1.5,,,,594,198.7400426,1,26,16
2016/1/26 17:00,1021.4,1024.6,16.7,11.3,70,7.3,350,12.6,350,0,0,0.9,0.52,25,,3,190,16.68693726,1,26,17
2016/1/26 18:00,1021.2,1024.4,15.8,11.6,76,5.3,360,11.2,20,0,0,0.1,0,,,,2,0.579246529,1,26,18
2016/1/27 06:00,1020.4,1023.6,15.3,14,92,5.2,340,9.9,350,0,0,0,0,,,,,1.868396299,1,27,6
2016/1/27 07:00,1021.2,1024.4,15,13.7,92,6.1,350,10,350,0,0,0,0,,,,,28.02794254,1,27,7
2016/1/27 08:00,1021.5,1024.7,15.3,13.9,91,4.3,360,9.4,360,0,0,0,0,6,,10,28,64.63098662,1,27,8
2016/1/27 09:00,1022,1025.2,15.9,14.1,89,4.7,350,9.8,10,0,0,0,0.49,8,,10,82,99.99347043,1,27,9
2016/1/27 10:00,1021.8,1025,16.2,14.4,89,5.6,350,9.1,350,,0.4,0,0.6,,,,138,139.8644003,1,27,10
2016/1/27 11:00,1021.3,1024.5,16.8,13.7,82,3.9,350,8.6,350,,0.2,0,0.6,10,,10,212,192.3629498,1,27,11
2016/1/27 12:00,1020.3,1023.5,16.9,14,83,5.7,350,8.8,350,,0.2,0,0.84,,,,306,433.8755528,1,27,12
2016/1/27 13:00,1019,1022.2,18.1,14.8,81,4.7,340,9.3,10,0,0,0,1.65,,,,634,292.5754989,1,27,13
2016/1/27 14:00,1018.7,1021.9,18.3,15.7,85,5.2,330,7.8,340,0,0,0,1.38,12,,9,380,126.6628894,1,27,14
2016/1/27 15:00,1018.6,1021.8,17.6,15.5,87,6.6,330,9.8,310,0,0,0,0.76,,,,166,80.18230825,1,27,15
2016/1/27 16:00,1019.7,1022.9,16.4,14.5,89,6.2,330,10.2,350,0,0,0,0.36,,,,68,20.04568493,1,27,16
2016/1/27 17:00,1020.3,1023.5,16.4,14.6,89,4.6,340,9.1,350,0,0,0,0,8,,10,,6.567303937,1,27,17
2016/1/27 18:00,1020.3,1023.5,15.9,14.2,90,4.6,360,8.5,350,0,0,0,0,,,,,4.928499775,1,27,18
2016/1/28 06:00,1017.8,1021,15.4,14.6,95,1.9,360,3.4,30,0,0,0,0,,,,,5.051556879,1,28,6
2016/1/28 07:00,1017.7,1020.9,15.6,14.6,94,2.9,60,5.6,60,,0.7,0,0,,,,,32.7101424,1,28,7
2016/1/28 08:00,1017.9,1021.1,16,15.1,94,2,340,5.5,60,0.7,1,0,0,6,,10,28,55.90212024,1,28,8
2016/1/28 09:00,1016.9,1020.1,16.2,15.2,94,4.3,340,6.8,340,0.5,1,0,0,5,,10,66,55.3551443,1,28,9
2016/1/28 10:00,1017.4,1020.6,16.3,15.2,93,3.1,360,6.8,350,,1,0,0.13,,,,50,86.52918086,1,28,10
2016/1/28 11:00,1016.7,1019.9,16.6,15.7,94,2.8,360,5.2,10,1.5,1,0,0.31,3,,10,122,102.5534262,1,28,11
2016/1/28 12:00,1015.7,1018.9,16.7,15.7,94,3.3,350,6.7,360,1,1,0,0.49,,,,142,129.0512027,1,28,12
2016/1/28 13:00,1015.1,1018.3,16.9,16,94,4.3,350,7.2,340,0.5,1,0,0.62,,,,162,123.2054801,1,28,13
2016/1/28 14:00,1013.5,1016.7,17,16.2,95,3.8,10,9.5,20,0.5,0.8,0,0.46,5,,10,182,68.61213745,1,28,14
2016/1/28 15:00,1014.3,1017.5,16.6,15.5,93,7.1,340,11.6,340,0,0,0,0.21,,,,44,26.3302225,1,28,15
2016/1/28 16:00,1017,1020.2,16.1,14.9,93,8.2,330,12.5,330,,0.4,0,0,,,,6,12.28075782,1,28,16
2016/1/28 17:00,1017.3,1020.5,15.9,14.9,94,5.6,360,11.1,350,0.5,0.6,0,0,3,,10,,5.151236442,1,28,17
2016/1/28 18:00,1017.8,1021,16,15.3,96,3,360,6.6,350,0.5,1,0,0,,,,,3.615850471,1,28,18
2016/1/29 06:00,1014,1017.2,16.8,15.9,94,5,350,10.1,360,0,0,0,0,,,,,4.956655619,1,29,6
2016/1/29 07:00,1015.1,1018.3,16.3,15.6,96,7.8,340,12.2,350,0.5,0.5,0,0,,,,,9.697975281,1,29,7
2016/1/29 08:00,1016.7,1019.9,15.7,14.8,94,10.4,340,16,350,2,1,0,0,8,,10,,13.90982537,1,29,8
2016/1/29 09:00,1016.3,1019.5,16.1,15.3,95,9.3,350,15.5,340,7,1,0,0,8,,10,,27.54704561,1,29,9
2016/1/29 10:00,1018,1021.2,16.5,15.6,94,6.3,350,17.3,360,6.5,1,0,0,,,,12,54.99404363,1,29,10
2016/1/29 11:00,1016.4,1019.6,16.5,15.3,93,7,30,14,40,7,1,0,0.23,8,,10,58,36.22915738,1,29,11
2016/1/29 12:00,1015.5,1018.7,16.3,15.1,93,3,360,10.7,30,3.5,1,0,0,,,,18,73.75729753,1,29,12
2016/1/29 13:00,1015.1,1018.3,16.6,15.7,94,4.1,330,6.2,350,4,1,0,0.26,,,,94,36.23850897,1,29,13
2016/1/29 14:00,1014.6,1017.8,16.4,15.2,93,3.5,20,8.7,10,2,1,0,0.01,8,,10,20,74.06969967,1,29,14
2016/1/29 15:00,1013.1,1016.3,16.7,15.8,94,1.6,20,7.3,50,2,0.5,0,0.22,,,,94,44.87221292,1,29,15
2016/1/29 16:00,1014,1017.2,16.8,15.8,94,2.4,340,4.9,320,0,0,0,0.17,,,,26,27.35896797,1,29,16
2016/1/29 17:00,1014.9,1018.1,16.5,15.4,93,3.4,30,8.1,330,1.5,0.3,0,0,10,,10,8,9.894305253,1,29,17
2016/1/29 18:00,1014.1,1017.3,16.9,15.7,93,1.1,80,6.3,50,0,0,0,0,,,,,4.513579704,1,29,18
2016/1/30 06:00,1015.8,1019,16.2,15.5,96,2.6,10,4.8,40,1,1,0,0,,,,,5.529053826,1,30,6
2016/1/30 07:00,1016.6,1019.8,16.1,15.5,96,4.8,360,7.3,360,0.5,0.9,0,0,,,,,19.8635657,1,30,7
2016/1/30 08:00,1017.1,1020.3,15.8,15.1,96,3.9,10,8.1,40,0,0,0,0,5,,10,10,90.86781107,1,30,8
2016/1/30 09:00,1017.9,1021.1,16.2,15.3,94,4.6,350,7.6,360,0,0,0,0.37,6,,10,120,220.0626328,1,30,9
2016/1/30 10:00,1017.9,1021.1,16.7,15.2,91,6.1,360,11.8,350,0,0,0,0.82,,,,372,225.725529,1,30,10
2016/1/30 11:00,1018.1,1021.3,16.7,14.6,87,5.8,350,11.1,350,0,0,0,0.84,6,,10,270,210.4959439,1,30,11
2016/1/30 12:00,1017.9,1021.1,16.7,14.5,87,8.1,350,12.7,350,0,0,0,0.7,,,,314,203.9346436,1,30,12
2016/1/30 13:00,1017.3,1020.5,16.5,14,85,8.7,360,15.2,10,0,0,0,0.89,,,,278,198.4760805,1,30,13
2016/1/30 14:00,1016.6,1019.8,16.4,13.8,85,7,360,16.9,350,0,0,0,0.71,12,,10,278,190.2724991,1,30,14
2016/1/30 15:00,1016.2,1019.4,16.2,13.7,85,8.1,350,15.2,360,0,0,0,0.72,,,,264,123.6937189,1,30,15
2016/1/30 16:00,1016.6,1019.8,15.9,13.6,86,7.7,360,14,30,0,0,0,0.62,,,,160,58.50400101,1,30,16
2016/1/30 17:00,1016.7,1019.9,15.6,13.1,85,6.8,360,13.7,10,0,0,0,0.07,12,,10,42,11.98956168,1,30,17
2016/1/30 18:00,1017.2,1020.4,15.4,13.2,87,7.2,360,13.5,360,0,0,0,0,,,,,2.400025267,1,30,18
2016/1/31 06:00,1018.2,1021.4,15.4,12.8,84,6,360,14.7,10,0,0,0,0,,,,,6.370981154,1,31,6
2016/1/31 07:00,1018.5,1021.7,15.4,12.9,85,6.4,360,13.5,360,0,0,0,0,,,,2,108.3772825,1,31,7
2016/1/31 08:00,1018.8,1022,15.9,13.1,83,8,360,14.8,20,0,0,0.6,0.3,10,,5,160,242.3919658,1,31,8
2016/1/31 09:00,1019.1,1022.3,16.7,13.3,80,5.9,360,14.8,20,0,0,0.7,0.8,12,,5,356,471.7351694,1,31,9
2016/1/31 10:00,1019.1,1022.3,17.5,13.7,78,6.9,360,14.4,350,0,0,0.9,1.58,,,,714,698.477153,1,31,10
2016/1/31 11:00,1018.3,1021.5,18.8,14.6,77,6.3,350,12.9,10,0,0,1,1.45,12,,3,1010,792.4193199,1,31,11
2016/1/31 12:00,1016.6,1019.8,19.4,15,76,7.7,350,10.9,350,0,0,1,2.66,,,,1094,797.4241069,1,31,12
2016/1/31 13:00,1015.7,1018.9,19.4,14.8,75,8.1,340,13.8,350,0,0,1,3,,,,1106,746.4593905,1,31,13
2016/1/31 14:00,1015.2,1018.4,19.1,14.6,75,9.4,350,15.3,350,0,0,1,2.42,15,,2,1024,618.1423459,1,31,14
2016/1/31 15:00,1014.3,1017.5,18.9,14.6,76,9.3,350,16.8,360,0,0,1,2.07,,,,854,423.8945989,1,31,15
