,StnPres,SeaPres,Temperaure,Td dew point,RH,WS,WD,WSGus,WDGus,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,power(KWH),solarirrandance,month,date,hour
2016/2/10 09:00,1017.9,1021.1,14.7,11.1,79,2.3,320,3.3,320,0,0,0.3,0.7,10,,6,254,429.2812613,2,10,9
2016/2/10 10:00,1018.1,1021.3,17.4,11.6,69,2,330,3.7,320,0,0,0.7,1.59,,,,684,497.7667293,2,10,10
2016/2/10 11:00,1017.4,1020.6,18.1,13.8,76,3.1,330,5.3,330,0,0,0.9,1.78,10,,6,646,372.8232044,2,10,11
2016/2/10 12:00,1016.6,1019.8,17.4,12.3,72,4.8,330,6.2,330,0,0,0.1,1.69,,,,510,309.3121429,2,10,12
2016/2/10 13:00,1015.5,1018.7,18.3,11.8,66,4.6,330,6.3,330,0,0,0,1.62,,,,444,245.1361816,2,10,13
2016/2/10 14:00,1014.6,1017.8,18,11.3,65,4.1,340,6.6,330,0,0,0,1.2,10,,10,352,292.9961458,2,10,14
2016/2/10 15:00,1014,1017.2,18.5,11.4,63,3.7,340,5.6,350,0,0,0.1,1.28,,,,404,151.8488943,2,10,15
2016/2/10 16:00,1013.9,1017.1,17.6,11,65,4.5,350,6.6,350,0,0,0,0.66,,,,196,75.06404499,2,10,16
2016/2/10 17:00,1014.2,1017.4,16.9,12.2,74,3.1,350,6.9,360,0,0,0,0.35,10,,10,68,5.894397492,2,10,17
2016/2/10 18:00,1014.2,1017.4,16.4,12.1,76,2.5,360,6.7,360,0,0,0,0,,,,,1.15831868,2,10,18
2016/2/11 06:00,1015.2,1018.4,14.7,12.6,87,4.8,340,7.2,350,0,0,0,0,,,,,6.022940508,2,11,6
2016/2/11 07:00,1015,1018.2,14.4,12.3,87,3.9,30,8.7,340,0,0,0,0,,,,2,77.30346752,2,11,7
2016/2/11 08:00,1014.6,1017.8,15.5,12.3,81,3.3,10,8,20,0,0,0.3,0.26,10,,9,128,200.032481,2,11,8
2016/2/11 09:00,1014.3,1017.5,17.1,13.1,77,2.8,360,7,350,0,0,0.3,0.79,10,,8,266,244.4571918,2,11,9
2016/2/11 10:00,1014.3,1017.5,18.2,14.5,79,2.6,330,5.6,340,0,0,0.1,1.04,,,,350,257.2019035,2,11,10
2016/2/11 11:00,1013.8,1017,17.4,14.4,83,3.5,330,7.8,330,0,0,0.2,1.39,10,,9,402,446.601265,2,11,11
2016/2/11 12:00,1012.7,1015.9,20.1,15.9,77,2.6,340,6.4,360,0,0,0.1,1.85,,,,616,241.4510476,2,11,12
2016/2/11 13:00,1012.4,1015.6,17.7,14.5,82,4.7,330,6.4,320,0,0,0.1,1.3,,,,324,277.7980406,2,11,13
2016/2/11 14:00,1011.8,1015,17.7,15,84,4.7,360,7.1,360,0,0,0,1.02,10,,10,394,259.8912947,2,11,14
2016/2/11 15:00,1012.2,1015.4,17.8,15.4,86,5,330,8.1,350,0,0,0.1,1.08,,,,370,114.4087461,2,11,15
2016/2/11 16:00,1013.1,1016.3,15.8,14.1,90,6.1,340,9.8,330,0,0,0,0.57,,,,128,39.6320221,2,11,16
2016/2/11 17:00,1013.4,1016.6,16,14.2,89,3.4,30,6.9,350,0,0,0,0.07,10,,10,30,1.147162978,2,11,17
2016/2/11 18:00,1014.3,1017.5,17.1,15.3,89,1.3,80,4.5,60,1.5,0.8,0,0,,,,,0.30102313,2,11,18
2016/2/12 06:00,1012.8,1016,17.1,16.1,94,2.9,340,4.1,340,0,0,0,0,,,,,5.305344926,2,12,6
2016/2/12 07:00,1013.1,1016.3,16.9,15.9,94,1.4,360,4.1,340,0,0,0,0,,,,2,139.0427455,2,12,7
2016/2/12 08:00,1013.3,1016.5,18.6,17.1,91,1.3,40,2.9,50,0,0,0.7,0.39,12,,5,214,263.2625747,2,12,8
2016/2/12 09:00,1013.9,1017,21.3,18.6,85,0.3,150,2.7,60,0,0,0.5,1.08,10,,8,342,281.9575225,2,12,9
2016/2/12 10:00,1013.8,1017,20.4,17.8,85,1.3,10,5.7,310,0,0,0.3,1.19,,,,482,728.2622163,2,12,10
2016/2/12 11:00,1012.9,1016,24.6,20,76,1.4,150,2.7,150,0,0,1,1.53,12,,4,974,680.49263,2,12,11
2016/2/12 12:00,1011.9,1015,24.2,19.1,73,1.2,310,5.3,210,0,0,0.8,2.29,,,,914,741.3890026,2,12,12
2016/2/12 13:00,1011,1014.1,23.7,19.2,76,3.8,270,9,300,0,0,0.8,2.63,,,,966,753.5897569,2,12,13
2016/2/12 14:00,1010.2,1013.3,25.4,20.6,75,2.7,220,9.6,300,0,0,1,2.62,10,,6,1000,653.3468284,2,12,14
2016/2/12 15:00,1009.8,1012.9,24.3,20.3,78,3.9,250,6.8,250,0,0,1,2.18,,,,876,461.5266559,2,12,15
2016/2/12 16:00,1009.4,1012.5,25.5,20.7,75,3,230,6.4,180,0,0,1,1.57,,,,588,235.9688092,2,12,16
2016/2/12 17:00,1009.5,1012.6,23.7,19.4,77,3.7,240,6,250,0,0,1,0.78,15,,5,284,13.99407866,2,12,17
2016/2/12 18:00,1010.4,1013.5,22.1,19.7,86,3.4,280,7,280,0,0,0.1,0.05,,,,2,1.617268356,2,12,18
2016/2/13 06:00,1011,1014.1,21.9,17.3,75,3.8,150,6,160,0,0,0,0,,,,,7.093650739,2,13,6
2016/2/13 07:00,1011.4,1014.5,21.9,16.5,71,4.1,160,6.6,160,0,0,0,0,,,,2,150.9131552,2,13,7
2016/2/13 08:00,1011.9,1015,23.4,16.2,64,3.8,150,8.3,150,0,0,0.9,0.42,20,,0,222,372.0608997,2,13,8
2016/2/13 09:00,1011.3,1014.4,25.9,16.7,57,4.8,130,8.8,140,0,0,1,1.32,30,,0,548,578.4462075,2,13,9
2016/2/13 10:00,1011.5,1014.6,27.3,16.1,50,4.5,140,11,160,0,0,1,2.06,,,,822,698.9413679,2,13,10
2016/2/13 11:00,1010.8,1013.9,28.9,17.1,49,3,140,10.7,150,0,0,1,1.3,30,,0,968,834.7903223,2,13,11
2016/2/13 12:00,1010.1,1013.1,29.5,16.6,46,6.1,190,14.6,190,0,0,1,2.99,,,,1050,624.9806966,2,13,12
2016/2/13 13:00,1009.2,1012.3,29,16.1,46,4.4,210,12.2,180,0,0,0.3,1.91,,,,878,649.0320396,2,13,13
2016/2/13 14:00,1008.8,1011.8,29.1,16.5,47,6.7,220,12.6,230,0,0,0.7,2.33,30,,0,956,653.0618964,2,13,14
2016/2/13 15:00,1008.9,1012,25.6,21.5,78,7.3,240,12.9,240,0,0,1,2.32,,,,886,486.0815509,2,13,15
2016/2/13 16:00,1009.2,1012.3,25.8,20.2,71,7.2,230,11.2,230,0,0,1,1.6,,,,628,234.5746023,2,13,16
2016/2/13 17:00,1009.5,1012.6,24.3,20.9,81,7,230,11,220,0,0,1,0.81,25,,0,294,45.56447265,2,13,17
2016/2/13 18:00,1009.7,1012.8,23.3,21,87,3.3,220,10.1,250,0,0,0.5,0.08,,,,16,0.238820231,2,13,18
2016/2/14 06:00,1010.7,1013.8,20.9,17.8,82,2.2,150,3.6,160,0,0,0,0,,,,,9.502495126,2,14,6
2016/2/14 07:00,1011.5,1014.6,20.6,17.3,81,1.8,140,3.8,160,0,0,0,0,,,,4,121.1820497,2,14,7
2016/2/14 08:00,1011.9,1015,22.6,17.9,75,2.7,190,5,180,0,0,0.8,0.4,20,,5,180,246.1986681,2,14,8
2016/2/14 09:00,1012.5,1015.6,24,19.1,74,2.7,160,5.3,170,0,0,0.7,0.96,16,,6,332,387.5904937,2,14,9
2016/2/14 10:00,1012.7,1015.8,24.8,20.4,77,2.3,140,5.8,150,0,0,0.4,1.32,,,,530,154.1844312,2,14,10
2016/2/14 11:00,1013.2,1016.4,20.1,18.2,89,5.2,350,9.3,360,0,0,0,0.46,6,,10,188,269.7215811,2,14,11
2016/2/14 12:00,1012.2,1015.3,20.7,18.1,85,2.7,20,13.4,50,0,0,0,0.74,,,,476,526.2064726,2,14,12
2016/2/14 13:00,1011.5,1014.6,20.4,17.3,82,6.8,340,9.6,350,0,0,0.1,1.8,,,,676,146.9607335,2,14,13
2016/2/14 14:00,1011.6,1014.8,18.3,15.3,83,9.4,350,15.7,340,0,0,0,0.66,10,,10,200,186.4141488,2,14,14
2016/2/14 15:00,1011.5,1014.7,16.4,13.4,82,9.9,10,19.1,20,0,0,0,0.8,,,,278,259.8884599,2,14,15
2016/2/14 16:00,1012,1015.2,15.4,12,80,10,360,19.1,20,0,0,0,0.74,,,,356,54.18461994,2,14,16
2016/2/14 17:00,1013.1,1016.3,14.1,11,82,10.2,360,19.5,10,0,0,0,0.18,10,,10,44,5.712474979,2,14,17
2016/2/14 18:00,1013.3,1016.5,13.2,10.3,83,8.7,10,20.7,350,0,0,0,0,,,,,0.650631448,2,14,18
2016/2/15 06:00,1019.1,1022.4,9.2,5.5,78,9.9,360,22.1,20,0,0,0,0,,,,,5.522968377,2,15,6
2016/2/15 07:00,1020.1,1023.4,9.6,5.4,75,10.3,350,24.6,30,0,0,0,0,,,,2,37.78612471,2,15,7
2016/2/15 08:00,1020.7,1024,10.2,5.4,72,10.8,350,22.5,360,0,0,0,0,12,,10,32,52.95605376,2,15,8
2016/2/15 09:00,1021.2,1024.5,10.8,6,72,9.2,360,21.6,10,0,0,0,0.3,12,,9,88,294.1655893,2,15,9
2016/2/15 10:00,1021,1024.3,12.1,7,71,6.9,360,19,30,0,0,0.2,1.09,,,,460,546.8308413,2,15,10
2016/2/15 11:00,1020.5,1023.8,12.6,7.9,73,10,360,17.9,360,0,0,0.7,1.52,15,,8,830,552.1624548,2,15,11
2016/2/15 12:00,1020.4,1023.7,13,7.8,71,10.5,350,23,360,0,0,0.2,1.9,,,,834,683.6910609,2,15,12
2016/2/15 13:00,1019.7,1023,13,7.8,71,9.9,350,22.5,350,0,0,0.6,2.36,,,,970,546.8336598,2,15,13
2016/2/15 14:00,1019.2,1022.5,12.5,7.5,72,11,360,19.8,10,0,0,0.1,1.66,12,,10,812,454.0294304,2,15,14
2016/2/15 15:00,1018.9,1022.2,11.7,6.9,72,9.5,360,22.6,350,0,0,0.1,1.53,,,,624,234.9372829,2,15,15
2016/2/15 16:00,1018.9,1022.2,11.2,6.7,74,8,360,17,20,0,0,0,0.85,,,,324,119.8879012,2,15,16
2016/2/15 17:00,1019.1,1022.4,11.3,6.6,73,8.2,360,14.5,10,0,0,0.2,0.6,15,,7,148,32.38581761,2,15,17
2016/2/15 18:00,1019.6,1022.9,11,6.5,74,7.1,360,14.5,20,0,0,0,0.04,,,,16,0.686698608,2,15,18
2016/2/16 06:00,1020.7,1024,11.9,5.2,63,6.1,10,13.9,340,0,0,0,0,,,,,2.770805222,2,16,6
2016/2/16 07:00,1020.9,1024.2,11.9,5.4,64,5.5,360,11.2,20,0,0,0,0,,,,,23.54122876,2,16,7
2016/2/16 08:00,1021.2,1024.5,12.3,5.7,64,4.8,360,10.8,20,0,0,0,0,15,,10,16,95.83231456,2,16,8
2016/2/16 09:00,1021.8,1025.1,12.9,6,63,5.5,360,12.6,20,0,0,0,0.38,15,,10,150,174.4330938,2,16,9
2016/2/16 10:00,1021.6,1024.9,13.3,6.1,62,5.4,10,13.9,10,0,0,0,0.74,,,,244,150.8424887,2,16,10
2016/2/16 11:00,1020.9,1024.2,13.3,6.3,63,5.5,10,11.9,20,0,0,0,0.69,15,,10,220,213.8063352,2,16,11
2016/2/16 12:00,1020.7,1024,13.7,7.1,64,5,360,12.5,40,0,0,0,0.97,,,,338,380.3013893,2,16,12
2016/2/16 13:00,1020.1,1023.3,15,8.2,64,4.8,350,10.7,360,0,0,0.1,1.52,,,,576,289.8956769,2,16,13
2016/2/16 14:00,1019.1,1022.3,14.1,7.6,65,4.9,360,11.4,40,0,0,0,1.39,12,,10,420,248.5429338,2,16,14
2016/2/16 15:00,1019.1,1022.3,13.8,7.8,67,4.2,10,10,350,0,0,0,0.86,,,,348,126.7120888,2,16,15
2016/2/16 16:00,1019.3,1022.6,13.3,7.7,69,5.1,360,10.8,360,0,0,0,0.6,,,,156,35.6183874,2,16,16
2016/2/16 17:00,1019.7,1023,12.7,8.3,75,3.8,20,9.8,30,0,0,0,0.01,10,,10,22,7.102467356,2,16,17
2016/2/16 18:00,1019.7,1023,12.4,8.5,77,3.6,360,7.7,50,0,0,0,0,,,,,0.633243572,2,16,18
2016/2/17 06:00,1020,1023.3,12.5,9.8,84,3.8,360,8.7,360,0,0,0,0,,,,,5.902448968,2,17,6
2016/2/17 07:00,1020.3,1023.6,12.8,9.8,82,4,10,9.8,10,0,0,0,0,,,,2,65.16497964,2,17,7
2016/2/17 08:00,1020.7,1024,13.5,10,79,4.1,10,8.7,350,0,0,0,0.25,12,,10,88,124.9450808,2,17,8
2016/2/17 09:00,1020.7,1023.9,14.2,10.1,76,4.1,20,9.7,30,0,0,0,0.6,12,,10,184,126.291745,2,17,9
2016/2/17 10:00,1020.9,1024.1,14.6,9.9,73,3.8,360,8.9,10,0,0,0,0.45,,,,206,371.4220598,2,17,10
2016/2/17 11:00,1020.4,1023.6,16,10,68,3.2,10,8.1,350,0,0,0.1,1.39,15,,10,536,315.8974724,2,17,11
2016/2/17 12:00,1019.7,1022.9,17.1,10.2,64,3.9,340,6.7,350,0,0,0,1.38,,,,446,463.9750561,2,17,12
2016/2/17 13:00,1018.8,1022,17.8,10.5,62,4.6,330,6.4,320,0,0,0.2,1.84,,,,674,246.1518625,2,17,13
2016/2/17 14:00,1018.3,1021.5,16.8,9.9,64,5.6,350,9.7,350,0,0,0,1.06,15,,10,366,379.1836875,2,17,14
2016/2/17 15:00,1017.9,1021.1,17.6,10.2,62,6.3,350,10,360,0,0,0.3,1.47,,,,514,111.4503607,2,17,15
2016/2/17 16:00,1018,1021.2,16.5,9.8,65,5.4,340,8.4,360,0,0,0.1,0.66,,,,132,35.57314255,2,17,16
2016/2/17 17:00,1018.1,1021.3,15.5,10.1,70,3.2,360,7.8,360,0,0,0,0.04,15,,10,20,4.256018869,2,17,17
2016/2/17 18:00,1018.1,1021.3,14.9,10.9,77,3.4,360,6.8,350,0,0,0,0,,,,,0.011236881,2,17,18
2016/2/18 06:00,1018.9,1022.1,14.9,13.5,91,2.4,320,3.7,290,,0.3,0,0,,,,,1.863782968,2,18,6
2016/2/18 07:00,1019.4,1022.6,15.1,13.7,91,2.2,30,5.1,340,0,0,0,0,,,,,18.0947052,2,18,7
2016/2/18 08:00,1019.5,1022.7,15,13.8,93,2.1,20,5.7,20,0,0,0,0,6,,10,4,94.92274342,2,18,8
2016/2/18 09:00,1019.5,1022.7,15.4,13.4,88,3.8,40,6.8,360,0,0,0,0.54,12,,9,160,417.722588,2,18,9
2016/2/18 10:00,1019.7,1022.9,17.1,14,82,3.9,360,8.2,360,0,0,0.6,1.9,,,,630,298.0654758,2,18,10
2016/2/18 11:00,1019,1022.2,18.1,14.5,79,3.4,330,6.3,10,0,0,0.2,1.34,12,,8,432,592.3031828,2,18,11
2016/2/18 12:00,1018.3,1021.5,19.6,15.2,76,3.7,340,6,350,0,0,0.6,2.25,,,,942,517.5038989,2,18,12
2016/2/18 13:00,1017.1,1020.3,19.3,14.9,76,4.7,330,6.9,330,0,0,0.4,2.22,,,,700,360.9250368,2,18,13
2016/2/18 14:00,1016.5,1019.7,18.7,14.9,79,5.6,340,9.5,360,0,0,0,1.64,15,,10,476,238.8866161,2,18,14
2016/2/18 15:00,1016.3,1019.5,17.9,14.7,82,7.6,350,11.9,350,0,0,0,1.18,,,,332,135.2671427,2,18,15
2016/2/18 16:00,1016,1019.2,17,14.3,84,7.2,350,12.3,360,0,0,0,0.66,,,,156,55.24873041,2,18,16
2016/2/18 17:00,1016.4,1019.6,16.4,14,86,5.3,350,13.4,10,0,0,0,0.12,6,,10,50,11.90986717,2,18,17
2016/2/18 18:00,1016.4,1019.6,16,13.9,87,4,10,10.4,360,0,0,0,0,,,,,0.303940027,2,18,18
2016/2/19 06:00,1017,1020.2,16.4,15.5,94,2.6,360,7.5,20,0,0,0,0,,,,,5.32551105,2,19,6
2016/2/19 07:00,1017.3,1020.5,16.3,15.5,95,4.6,360,8.4,360,0,0,0,0,,,,2,53.91053471,2,19,7
2016/2/19 08:00,1017.5,1020.7,16.3,15.4,94,3.4,10,7.6,350,0,0,0,0.12,3,,10,68,148.0545324,2,19,8
2016/2/19 09:00,1017.9,1021.1,17.1,15.3,89,3.3,360,7.1,40,0,0,0,0.6,4,,10,220,248.8695617,2,19,9
2016/2/19 10:00,1017.8,1021,17.6,15.4,87,2.8,10,6.4,20,0,0,0,0.87,,,,392,321.1804049,2,19,10
2016/2/19 11:00,1017.3,1020.5,18.2,15.6,85,4.6,360,9.4,360,0,0,0,1.23,6,,10,458,216.0849773,2,19,11
2016/2/19 12:00,1016.6,1019.8,17.3,15.2,87,6.2,350,10.7,350,0,0,0,0.92,,,,298,201.6999022,2,19,12
2016/2/19 13:00,1015.8,1019,16.9,14.9,88,5.8,350,11.4,350,0,0,0,0.63,,,,284,172.4168786,2,19,13
2016/2/19 14:00,1015.1,1018.3,16.7,14.5,87,6.2,350,11,10,0,0,0,0.8,5,,10,242,163.0396292,2,19,14
2016/2/19 15:00,1014.4,1017.6,16.4,14.5,89,4.7,360,11.1,360,0,0,0,0.67,,,,218,105.6828648,2,19,15
2016/2/19 16:00,1014.5,1017.7,16.1,14.1,88,4.7,360,9.6,10,0,0,0,0.53,,,,126,20.58906668,2,19,16
2016/2/19 17:00,1015.1,1018.3,15.8,13.8,88,4.8,360,10.4,10,0,0,0,0,6,,10,4,8.884100431,2,19,17
2016/2/19 18:00,1015,1018.2,15.1,13.3,89,4.9,10,10.3,360,0,0,0,0,,,,,0.064507705,2,19,18
2016/2/20 06:00,1018.2,1021.4,14.6,8.8,68,7.8,360,19.5,360,0,0,0,0,,,,,2.206885495,2,20,6
2016/2/20 07:00,1019,1022.2,13.6,9.3,75,8.8,360,18.6,20,,0.2,0,0,,,,,13.02616853,2,20,7
2016/2/20 08:00,1019.9,1023.2,13.1,9.2,77,9.4,10,19.2,10,,0.5,0,0,12,,10,,104.2421917,2,20,8
2016/2/20 09:00,1020.1,1023.4,13.3,9.9,80,8.4,10,19.9,30,0,0,0,0.28,12,,8,214,338.3446838,2,20,9
2016/2/20 10:00,1020.9,1024.1,14.2,9.9,75,8.3,360,17.9,10,0,0,0.2,1.39,,,,472,526.4505893,2,20,10
2016/2/20 11:00,1020,1023.2,15,9.7,71,9.8,360,19.6,10,0,0,0.3,1.52,12,,8,818,708.9140568,2,20,11
2016/2/20 12:00,1018.9,1022.1,15.7,9.3,66,7.3,360,19.8,30,0,0,0.4,2.01,,,,1000,131.9801886,2,20,12
2016/2/20 13:00,1018.6,1021.8,14.6,8.6,67,9.5,360,18.7,20,0,0,0,0.7,,,,150,81.46594698,2,20,13
2016/2/20 14:00,1017.8,1021,14.5,8.5,67,8.1,360,17.8,360,0,0,0,0.5,12,,10,110,126.5111837,2,20,14
2016/2/20 15:00,1016.9,1020.1,14.6,7.6,63,9.4,360,17.9,20,0,0,0,0.37,,,,220,244.1110555,2,20,15
2016/2/20 16:00,1016.8,1020,14.7,7.8,63,7.1,360,18.2,350,0,0,0.2,0.9,,,,316,38.96489113,2,20,16
2016/2/20 17:00,1017.9,1021.1,14.3,7.9,65,8.7,360,18.5,360,0,0,0,0.12,10,,10,24,6.602073693,2,20,17
2016/2/20 18:00,1018.6,1021.8,13.8,8.3,69,7.8,360,17.3,10,0,0,0,0,,,,,0.729613781,2,20,18
2016/2/21 06:00,1018.1,1021.4,12.9,6.6,66,4.2,360,9.3,360,0,0,0,0,,,,,8.778740963,2,21,6
2016/2/21 07:00,1018.3,1021.6,12.6,6.9,68,2.4,20,6.9,20,0,0,0,0,,,,4,59.23562559,2,21,7
2016/2/21 08:00,1019.1,1022.4,13.1,7.5,69,2.2,10,5.3,360,0,0,0,0.15,12,,6,72,87.12171066,2,21,8
2016/2/21 09:00,1019.9,1023.1,14.1,8.1,67,2.1,30,5.5,10,0,0,0,0.6,12,,10,126,183.5785531,2,21,9
2016/2/21 10:00,1020.7,1023.9,15.3,8.9,66,2.7,350,4.4,10,0,0,0,0.94,,,,266,175.494335,2,21,10
2016/2/21 11:00,1020.4,1023.6,16.1,9.6,65,1.6,360,4.8,360,0,0,0,0.6,15,,10,258,169.3869455,2,21,11
2016/2/21 12:00,1019.5,1022.7,16.9,10.4,65,2.5,350,4.8,30,0,0,0,0.6,,,,244,159.58497,2,21,12
2016/2/21 13:00,1018.4,1021.6,17.4,10.9,66,3,350,4.7,350,0,0,0,0.62,,,,234,124.1880747,2,21,13
2016/2/21 14:00,1017.7,1020.9,17.3,10.9,66,2.7,350,4.6,360,0,0,0,0.61,12,,10,166,98.75611386,2,21,14
2016/2/21 15:00,1017.5,1020.7,17.4,11.6,69,2.2,10,5,360,0,0,0,0.5,,,,128,47.42569109,2,21,15
2016/2/21 16:00,1017.3,1020.5,17.9,11.7,67,2,60,3.5,40,0,0,0,0.11,,,,48,45.26058385,2,21,16
2016/2/21 17:00,1017.9,1021.1,17.8,12.3,70,2.2,330,2.9,70,0,0,0,0,10,,10,42,9.134814404,2,21,17
2016/2/21 18:00,1018.3,1021.5,17.5,13.3,76,1.6,350,2.5,320,0,0,0,0,,,,2,0,2,21,18
2016/2/22 06:00,1018,1021.2,16.1,14.5,90,3.7,350,7.5,350,0,0,0,0,,,,,4.232197601,2,22,6
2016/2/22 07:00,1018.8,1022,16.3,14.8,91,3,360,6.6,350,0,0,0,0,,,,,38.28192145,2,22,7
2016/2/22 08:00,1019.1,1022.3,16.7,15,90,3.2,350,5.8,350,0,0,0,0,5,,10,50,105.7067128,2,22,8
2016/2/22 09:00,1019.1,1022.3,17.2,15.2,88,1.7,350,5,350,0,0,0,0.43,6,,9,146,204.2436096,2,22,9
2016/2/22 10:00,1019.3,1022.5,18.2,15.7,85,3.7,330,6.4,320,0,0,0,0.82,,,,308,253.5058966,2,22,10
2016/2/22 11:00,1019.1,1022.3,17,14.6,86,6.3,330,8.5,330,0,0,0,0.97,6,,10,362,252.7449293,2,22,11
2016/2/22 12:00,1018.7,1021.9,17.6,14.7,83,4,350,8.9,350,0,0,0,1.02,,,,354,311.5394956,2,22,12
2016/2/22 13:00,1017.9,1021.1,17.4,14.6,84,6.2,340,8.8,350,0,0,0,1.22,,,,466,249.2976418,2,22,13
2016/2/22 14:00,1017.1,1020.3,17.4,14.5,83,5.2,340,8.6,320,0,0,0,1.02,6,,10,354,175.2122417,2,22,14
2016/2/22 15:00,1016.6,1019.8,17.4,14.6,84,4.6,340,8.9,350,0,0,0,0.8,,,,240,122.1619285,2,22,15
2016/2/22 16:00,1016.9,1020.1,16.7,14.1,85,6.3,350,9.4,340,0,0,0,0.61,,,,150,53.76045374,2,22,16
2016/2/22 17:00,1017.2,1020.4,16.1,13.9,87,7.2,350,11.3,340,0,0,0,0.15,5,,10,48,5.554527598,2,22,17
2016/2/22 18:00,1017.7,1020.9,15.7,13.6,87,4.5,10,11.9,360,0,0,0,0,,,,,1.191466787,2,22,18
2016/2/23 06:00,1018.7,1021.9,14,11.7,86,8.1,360,20.9,350,0,0,0,0,,,,,5.486789152,2,23,6
2016/2/23 07:00,1019.4,1022.6,13.7,11.1,84,9.5,360,20.9,10,0,0,0,0,,,,,30.27965385,2,23,7
2016/2/23 08:00,1019.6,1022.8,13.6,10.9,84,6.6,360,17.7,20,0,0,0,0,15,,10,20,134.2674589,2,23,8
2016/2/23 09:00,1019.5,1022.7,14.4,11.4,82,7.3,360,14.9,30,0,0,0,0.49,15,,10,248,393.3774993,2,23,9
2016/2/23 10:00,1020,1023.2,15.2,11.8,80,8.2,350,17.1,30,0,0,0.2,1.33,,,,560,347.3107973,2,23,10
2016/2/23 11:00,1019.5,1022.7,15.6,11.9,79,8.3,360,18.2,360,0,0,0,1.22,15,,8,536,518.1405644,2,23,11
2016/2/23 12:00,1018.9,1022.1,16.5,12.5,77,10.5,350,16.1,350,0,0,0,1.68,,,,792,656.4835675,2,23,12
2016/2/23 13:00,1017.8,1021,16.5,12.3,76,8.6,360,18.7,20,0,0,0.2,2.22,,,,954,463.7953151,2,23,13
2016/2/23 14:00,1017.5,1020.7,15.4,12,80,10.4,360,19.1,360,0,0,0,1.55,15,,10,658,271.0010008,2,23,14
2016/2/23 15:00,1017.5,1020.7,15,11.7,81,8.6,360,20.4,20,0,0,0,0.85,,,,374,159.3792236,2,23,15
2016/2/23 16:00,1017.8,1021,14.5,11.4,82,11.2,360,22,20,0,0,0,0.65,,,,204,59.13067555,2,23,16
2016/2/23 17:00,1018.1,1021.3,13.5,10.6,83,10.4,360,22,20,0,0,0,0.1,10,,10,58,10.60859738,2,23,17
2016/2/23 18:00,1018.7,1022,13,10.4,84,8.2,360,21.6,360,0,0,0,0,,,,,0.509663617,2,23,18
2016/2/24 06:00,1021.4,1024.7,13.8,11,83,10.3,350,23.3,360,0,0,0,0,,,,,4.569994964,2,24,6
2016/2/24 07:00,1022.3,1025.6,13.8,11.1,84,11.6,360,25.5,20,0,0,0,0,,,,,20.17248066,2,24,7
2016/2/24 08:00,1022.7,1026,13.6,10.6,82,10.5,360,25.5,10,0,0,0,0,10,,10,8,74.22679217,2,24,8
2016/2/24 09:00,1023,1026.3,13.6,10.8,83,10.6,360,24,10,0,0,0,0.25,10,,10,112,137.1500493,2,24,9
2016/2/24 10:00,1023.5,1026.8,13.9,10.6,80,10.1,360,21.9,10,0,0,0,0.6,,,,198,215.0260569,2,24,10
2016/2/24 11:00,1023.3,1026.5,15.1,10.8,75,9.2,360,21.7,20,0,0,0,0.96,10,,9,356,234.4915679,2,24,11
2016/2/24 12:00,1022.7,1025.9,15,10.9,76,9.3,350,19,20,0,0,0,0.85,,,,290,156.9892114,2,24,12
2016/2/24 13:00,1022.2,1025.4,14.8,10.6,76,8.9,360,22.6,360,0,0,0,0.63,,,,280,481.557107,2,24,13
2016/2/24 14:00,1021.4,1024.6,15.5,10.8,74,10.9,360,18.9,360,0,0,0.3,1.94,10,,9,654,93.30224339,2,24,14
2016/2/24 15:00,1021.7,1024.9,14.7,11,78,12.4,360,21.2,350,0,0,0,0.68,,,,106,103.6636647,2,24,15
2016/2/24 16:00,1021.5,1024.7,14.7,10.7,77,8.8,360,20.5,20,0,0,0,0.42,,,,134,45.38515605,2,24,16
2016/2/24 17:00,1021.8,1025,14.4,10.3,76,8.2,360,20.2,10,0,0,0,0.16,12,,9,34,12.17905268,2,24,17
2016/2/24 18:00,1022.1,1025.4,14.1,10.2,77,9.6,360,18.8,360,0,0,0,0,,,,2,0.673400341,2,24,18
2016/2/25 06:00,1023.5,1026.8,14.3,9.4,72,4.8,10,10.6,40,0,0,0,0,,,,,5.733530821,2,25,6
2016/2/25 07:00,1024.4,1027.7,14.4,9.7,73,4.2,360,9.9,50,0,0,0,0,,,,,33.05930483,2,25,7
2016/2/25 08:00,1024.7,1028,14.6,9.8,73,3.7,10,8.9,20,0,0,0,0,15,,10,32,52.13044291,2,25,8
2016/2/25 09:00,1025.2,1028.4,15,10.2,73,3.5,360,8.7,360,0,0,0,0.11,18,,10,50,68.03818801,2,25,9
2016/2/25 10:00,1025.3,1028.5,15.2,10.5,74,3.4,10,9.2,350,0,0,0,0.37,,,,90,94.45595649,2,25,10
2016/2/25 11:00,1025,1028.2,15.5,10.5,72,4.2,360,8.9,350,0,0,0,0.55,18,,10,120,262.1388938,2,25,11
2016/2/25 12:00,1024.3,1027.5,16.5,11.1,70,4.9,10,9.7,30,0,0,0,0.77,,,,468,346.3110651,2,25,12
2016/2/25 13:00,1023.8,1027,16.3,10.8,70,5.4,10,11.4,30,0,0,0,1.19,,,,418,450.9628575,2,25,13
